Algorithm,FS Method,Balancing Method,Normalized,class,accuracy,precision,recall,f1-score,support
XGBoost 1,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Random Under Sampler,MinMax Scaler,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Random Under Sampler,Not Normalized,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Random Under Sampler,Not Normalized,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Not balanced,Standardization,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Not balanced,Standardization,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Not balanced,Standardization,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Not balanced,Standardization,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Not balanced,Standardization,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Not balanced,Standardization,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Not balanced,Standardization,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Not balanced,MinMax Scaler,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Not balanced,MinMax Scaler,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Not balanced,Not Normalized,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Not balanced,Not Normalized,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Random Over Sampler,Standardization,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Random Over Sampler,Standardization,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Random Over Sampler,MinMax Scaler,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Random Over Sampler,MinMax Scaler,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Random Over Sampler,Not Normalized,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Random Over Sampler,Not Normalized,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Random Under Sampler,Standardization,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Random Under Sampler,Standardization,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Random Under Sampler,MinMax Scaler,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Random Under Sampler,MinMax Scaler,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Random Under Sampler,Not Normalized,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Random Under Sampler,Not Normalized,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Not balanced,Standardization,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Not balanced,Standardization,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Not balanced,MinMax Scaler,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Not balanced,MinMax Scaler,1,1.0,1.0,1.0,1.0
XGBoost 1,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 1,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 2,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 2,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 3,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 3,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 4,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 4,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 5,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 5,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost mean,Information Gain,Not balanced,Not Normalized,0,1.0,1.0,1.0,1.0
XGBoost mean,Information Gain,Not balanced,Not Normalized,1,1.0,1.0,1.0,1.0
XGBoost 1,Fisher Score,Random Over Sampler,Standardization,0,,0.125,0.2,0.15384615384615385,5
XGBoost 1,Fisher Score,Random Over Sampler,Standardization,1,,0.8260869565217391,0.7307692307692307,0.7755102040816326,26
XGBoost 2,Fisher Score,Random Over Sampler,Standardization,0,,1.0,0.0,0.0,5
XGBoost 2,Fisher Score,Random Over Sampler,Standardization,1,,0.8387096774193549,1.0,0.9122807017543859,26
XGBoost 3,Fisher Score,Random Over Sampler,Standardization,0,,0.0,0.0,0.0,4
XGBoost 3,Fisher Score,Random Over Sampler,Standardization,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
XGBoost 4,Fisher Score,Random Over Sampler,Standardization,0,,1.0,0.0,0.0,4
XGBoost 4,Fisher Score,Random Over Sampler,Standardization,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 5,Fisher Score,Random Over Sampler,Standardization,0,,0.3333333333333333,0.5,0.4,4
XGBoost 5,Fisher Score,Random Over Sampler,Standardization,1,,0.9166666666666666,0.8461538461538461,0.8799999999999999,26
XGBoost mean,Fisher Score,Random Over Sampler,Standardization,0,0.7967741935483872,0.4916666666666667,0.13999999999999999,0.11076923076923077
XGBoost mean,Fisher Score,Random Over Sampler,Standardization,1,0.7967741935483872,0.8620397865583337,0.9076923076923077,0.8810906486996712
XGBoost 1,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.125,0.2,0.15384615384615385,5
XGBoost 1,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8260869565217391,0.7307692307692307,0.7755102040816326,26
XGBoost 2,Fisher Score,Random Over Sampler,MinMax Scaler,0,,1.0,0.0,0.0,5
XGBoost 2,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8387096774193549,1.0,0.9122807017543859,26
XGBoost 3,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.0,0.0,0.0,4
XGBoost 3,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
XGBoost 4,Fisher Score,Random Over Sampler,MinMax Scaler,0,,1.0,0.0,0.0,4
XGBoost 4,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 5,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.3333333333333333,0.5,0.4,4
XGBoost 5,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.9166666666666666,0.8461538461538461,0.8799999999999999,26
XGBoost mean,Fisher Score,Random Over Sampler,MinMax Scaler,0,0.7967741935483872,0.4916666666666667,0.13999999999999999,0.11076923076923077
XGBoost mean,Fisher Score,Random Over Sampler,MinMax Scaler,1,0.7967741935483872,0.8620397865583337,0.9076923076923077,0.8810906486996712
XGBoost 1,Fisher Score,Random Over Sampler,Not Normalized,0,,0.125,0.2,0.15384615384615385,5
XGBoost 1,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8260869565217391,0.7307692307692307,0.7755102040816326,26
XGBoost 2,Fisher Score,Random Over Sampler,Not Normalized,0,,1.0,0.0,0.0,5
XGBoost 2,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8387096774193549,1.0,0.9122807017543859,26
XGBoost 3,Fisher Score,Random Over Sampler,Not Normalized,0,,0.0,0.0,0.0,4
XGBoost 3,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
XGBoost 4,Fisher Score,Random Over Sampler,Not Normalized,0,,1.0,0.0,0.0,4
XGBoost 4,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 5,Fisher Score,Random Over Sampler,Not Normalized,0,,0.3333333333333333,0.5,0.4,4
XGBoost 5,Fisher Score,Random Over Sampler,Not Normalized,1,,0.9166666666666666,0.8461538461538461,0.8799999999999999,26
XGBoost mean,Fisher Score,Random Over Sampler,Not Normalized,0,0.7967741935483872,0.4916666666666667,0.13999999999999999,0.11076923076923077
XGBoost mean,Fisher Score,Random Over Sampler,Not Normalized,1,0.7967741935483872,0.8620397865583337,0.9076923076923077,0.8810906486996712
XGBoost 1,Fisher Score,Random Under Sampler,Standardization,0,,0.2727272727272727,0.6,0.37499999999999994,5
XGBoost 1,Fisher Score,Random Under Sampler,Standardization,1,,0.9,0.6923076923076923,0.7826086956521738,26
XGBoost 2,Fisher Score,Random Under Sampler,Standardization,0,,0.21052631578947367,0.8,0.3333333333333333,5
XGBoost 2,Fisher Score,Random Under Sampler,Standardization,1,,0.9166666666666666,0.4230769230769231,0.5789473684210527,26
XGBoost 3,Fisher Score,Random Under Sampler,Standardization,0,,0.2727272727272727,0.75,0.39999999999999997,4
XGBoost 3,Fisher Score,Random Under Sampler,Standardization,1,,0.9473684210526315,0.6923076923076923,0.7999999999999999,26
XGBoost 4,Fisher Score,Random Under Sampler,Standardization,0,,0.3333333333333333,0.75,0.46153846153846156,4
XGBoost 4,Fisher Score,Random Under Sampler,Standardization,1,,0.9523809523809523,0.7692307692307693,0.8510638297872339,26
XGBoost 5,Fisher Score,Random Under Sampler,Standardization,0,,0.25,1.0,0.4,4
XGBoost 5,Fisher Score,Random Under Sampler,Standardization,1,,1.0,0.5384615384615384,0.7000000000000001,26
XGBoost mean,Fisher Score,Random Under Sampler,Standardization,0,0.6455913978494624,0.26786283891547047,0.78,0.3939743589743589
XGBoost mean,Fisher Score,Random Under Sampler,Standardization,1,0.6455913978494624,0.9432832080200502,0.6230769230769231,0.7425239787720921
XGBoost 1,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.2727272727272727,0.6,0.37499999999999994,5
XGBoost 1,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9,0.6923076923076923,0.7826086956521738,26
XGBoost 2,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.21052631578947367,0.8,0.3333333333333333,5
XGBoost 2,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9166666666666666,0.4230769230769231,0.5789473684210527,26
XGBoost 3,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.2727272727272727,0.75,0.39999999999999997,4
XGBoost 3,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9473684210526315,0.6923076923076923,0.7999999999999999,26
XGBoost 4,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.3333333333333333,0.75,0.46153846153846156,4
XGBoost 4,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.9523809523809523,0.7692307692307693,0.8510638297872339,26
XGBoost 5,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.25,1.0,0.4,4
XGBoost 5,Fisher Score,Random Under Sampler,MinMax Scaler,1,,1.0,0.5384615384615384,0.7000000000000001,26
XGBoost mean,Fisher Score,Random Under Sampler,MinMax Scaler,0,0.6455913978494624,0.26786283891547047,0.78,0.3939743589743589
XGBoost mean,Fisher Score,Random Under Sampler,MinMax Scaler,1,0.6455913978494624,0.9432832080200502,0.6230769230769231,0.7425239787720921
XGBoost 1,Fisher Score,Random Under Sampler,Not Normalized,0,,0.2727272727272727,0.6,0.37499999999999994,5
XGBoost 1,Fisher Score,Random Under Sampler,Not Normalized,1,,0.9,0.6923076923076923,0.7826086956521738,26
XGBoost 2,Fisher Score,Random Under Sampler,Not Normalized,0,,0.21052631578947367,0.8,0.3333333333333333,5
XGBoost 2,Fisher Score,Random Under Sampler,Not Normalized,1,,0.9166666666666666,0.4230769230769231,0.5789473684210527,26
XGBoost 3,Fisher Score,Random Under Sampler,Not Normalized,0,,0.2727272727272727,0.75,0.39999999999999997,4
XGBoost 3,Fisher Score,Random Under Sampler,Not Normalized,1,,0.9473684210526315,0.6923076923076923,0.7999999999999999,26
XGBoost 4,Fisher Score,Random Under Sampler,Not Normalized,0,,0.3333333333333333,0.75,0.46153846153846156,4
XGBoost 4,Fisher Score,Random Under Sampler,Not Normalized,1,,0.9523809523809523,0.7692307692307693,0.8510638297872339,26
XGBoost 5,Fisher Score,Random Under Sampler,Not Normalized,0,,0.25,1.0,0.4,4
XGBoost 5,Fisher Score,Random Under Sampler,Not Normalized,1,,1.0,0.5384615384615384,0.7000000000000001,26
XGBoost mean,Fisher Score,Random Under Sampler,Not Normalized,0,0.6455913978494624,0.26786283891547047,0.78,0.3939743589743589
XGBoost mean,Fisher Score,Random Under Sampler,Not Normalized,1,0.6455913978494624,0.9432832080200502,0.6230769230769231,0.7425239787720921
XGBoost 1,Fisher Score,Not balanced,Standardization,0,,0.2,0.2,0.20000000000000004,5
XGBoost 1,Fisher Score,Not balanced,Standardization,1,,0.8461538461538461,0.8461538461538461,0.8461538461538461,26
XGBoost 2,Fisher Score,Not balanced,Standardization,0,,0.0,0.0,0.0,5
XGBoost 2,Fisher Score,Not balanced,Standardization,1,,0.8333333333333334,0.9615384615384616,0.8928571428571429,26
XGBoost 3,Fisher Score,Not balanced,Standardization,0,,1.0,0.0,0.0,4
XGBoost 3,Fisher Score,Not balanced,Standardization,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 4,Fisher Score,Not balanced,Standardization,0,,1.0,0.0,0.0,4
XGBoost 4,Fisher Score,Not balanced,Standardization,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 5,Fisher Score,Not balanced,Standardization,0,,0.0,0.0,0.0,4
XGBoost 5,Fisher Score,Not balanced,Standardization,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
XGBoost mean,Fisher Score,Not balanced,Standardization,0,0.8163440860215054,0.44000000000000006,0.04,0.04000000000000001
XGBoost mean,Fisher Score,Not balanced,Standardization,1,0.8163440860215054,0.853992673992674,0.9461538461538461,0.8970085470085472
XGBoost 1,Fisher Score,Not balanced,MinMax Scaler,0,,0.2,0.2,0.20000000000000004,5
XGBoost 1,Fisher Score,Not balanced,MinMax Scaler,1,,0.8461538461538461,0.8461538461538461,0.8461538461538461,26
XGBoost 2,Fisher Score,Not balanced,MinMax Scaler,0,,0.0,0.0,0.0,5
XGBoost 2,Fisher Score,Not balanced,MinMax Scaler,1,,0.8333333333333334,0.9615384615384616,0.8928571428571429,26
XGBoost 3,Fisher Score,Not balanced,MinMax Scaler,0,,1.0,0.0,0.0,4
XGBoost 3,Fisher Score,Not balanced,MinMax Scaler,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 4,Fisher Score,Not balanced,MinMax Scaler,0,,1.0,0.0,0.0,4
XGBoost 4,Fisher Score,Not balanced,MinMax Scaler,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 5,Fisher Score,Not balanced,MinMax Scaler,0,,0.0,0.0,0.0,4
XGBoost 5,Fisher Score,Not balanced,MinMax Scaler,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
XGBoost mean,Fisher Score,Not balanced,MinMax Scaler,0,0.8163440860215054,0.44000000000000006,0.04,0.04000000000000001
XGBoost mean,Fisher Score,Not balanced,MinMax Scaler,1,0.8163440860215054,0.853992673992674,0.9461538461538461,0.8970085470085472
XGBoost 1,Fisher Score,Not balanced,Not Normalized,0,,0.2,0.2,0.20000000000000004,5
XGBoost 1,Fisher Score,Not balanced,Not Normalized,1,,0.8461538461538461,0.8461538461538461,0.8461538461538461,26
XGBoost 2,Fisher Score,Not balanced,Not Normalized,0,,0.0,0.0,0.0,5
XGBoost 2,Fisher Score,Not balanced,Not Normalized,1,,0.8333333333333334,0.9615384615384616,0.8928571428571429,26
XGBoost 3,Fisher Score,Not balanced,Not Normalized,0,,1.0,0.0,0.0,4
XGBoost 3,Fisher Score,Not balanced,Not Normalized,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 4,Fisher Score,Not balanced,Not Normalized,0,,1.0,0.0,0.0,4
XGBoost 4,Fisher Score,Not balanced,Not Normalized,1,,0.8666666666666667,1.0,0.9285714285714286,26
XGBoost 5,Fisher Score,Not balanced,Not Normalized,0,,0.0,0.0,0.0,4
XGBoost 5,Fisher Score,Not balanced,Not Normalized,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
